elasticsearch,https://github.com/elastic/elasticsearch,741418
Android-Universal-Image-Loader,https://github.com/nostra13/Android-Universal-Image-Loader,13878
RxJava,https://github.com/ReactiveX/RxJava,119387
iosched,https://github.com/google/iosched,62626
java-design-patterns,https://github.com/iluwatar/java-design-patterns,29359
retrofit,https://github.com/square/retrofit,13202
SlidingMenu,https://github.com/jfeinstein10/SlidingMenu,4932
storm,https://github.com/nathanmarz/storm,67458
